IdUtilizador,Nome,Email,Password,DataNascimento,DataCriacao,Geolocalizacao
10987,Uchida Tsubasa,uchitsub@hotmail.com,dMS2gz6zQR,21/4/1990,16/9/2023,+90,	 -180.000
10988,Lin Anqi,lin44@hotmail.com,j4Gn2N5Qc0,7/12/1999,22/1/2023,-90.00,	 180
10989,Cheryl Parker,parkercheryl10@gmail.com,mBn19zawFq,17/12/1991,16/10/2025,61.812, 	-180.0
10990,Donald Clark,clado@gmail.com,fjKkxk0l3K,10/9/1971,6/4/2023,-9,69.513
10991,Kono Yuna,yunkon819@hotmail.com,nkuAC991Gg,13/11/1990,30/5/2025,17.504,115.3484
10992,Fujii Kazuma,fujikazu92@outlook.com,jfLYGKQ7lO,10/9/1985,20/12/2024,6.113, 	 +4
10993,Fong Wing Kuen,wingkuenfon@gmail.com,ZXsWRLBafW,12/10/1985,22/2/2024,8.8271,56
10994,Ma Xiaoming,xiaomingma@sapo.pt,kuZd25BTiC,25/6/1971,10/3/2022,7,		180.00
10995,Suzuki Kazuma,kazuma1972@icloud.com,CG2nER9U0o,1/7/1988,1/12/2022,-4.2, 	 -0
10996,Rhonda Brooks,rbrooks@outlook.com,CjT0RKJVTt,2/6/1983,21/7/2022,+0.4, 	-174
10997,Meng Yuning,mey@icloud.com,knYoqY07E0,6/5/1973,6/7/2025,90,  +180.000
10998,Deng Jialun,jialundeng@gmail.com,mpvFoFi5lA,11/11/2001,25/3/2025,80,		 +63.814
10999,Russell Hawkins,hawkins04@outlook.com,JQyOOQINli,21/6/1997,22/6/2025,+52.10,-7.84
11000,Mori Kasumi,kasumimori6@hotmail.com,hsLSfHtSAP,4/1/2003,21/3/2025,+72, 	-7.448
11001,Ng Tak Wah,takwah1003@hotmail.com,iardTBhwax,22/10/2003,3/12/2023,90.0000, +124
11002,Patrick Murphy,patrmu@hotmail.com,M1LROnRDad,31/7/2004,2/10/2025,90.00, -180.0
11003,Wan Ching Wan,chingwanwan@hotmail.com,U8kjbCtOCu,6/5/1982,21/8/2024,7, 180
11004,Zhang Shihan,shihanzhang10@outlook.com,nKGr2Sj1pZ,6/1/1997,4/12/2025,90.00,	167
11005,Chic Kwok Yin,kychic@outlook.com,l1GsWfwGis,7/1/1991,24/7/2022,+42.59,  	180.000
11006,Miguel Bailey,miguelb@icloud.com,ql00Yl6tzA,6/7/2003,30/4/2022,-90.00,	 180.00
11007,Barry Fisher,barryfish930@gmail.com,VUb0Sn0q2j,30/6/1990,8/3/2023,90,-103
11008,Yin Shihan,ys428@gmail.com,O66nQXxIGp,18/11/1997,7/9/2024,90,  -111
11009,Yamashita Daichi,yamashita2020@gmail.com,e1RNBR421Q,22/9/1982,3/2/2023,90,143
11010,Kikuchi Miu,miukikuchi@icloud.com,myOBE8SW4j,27/7/1987,18/4/2022,-74,   -180
11011,Ishikawa Yuito,ishikawayuito818@icloud.com,MUEDziK9vc,25/5/1976,11/1/2023,90.0000, 		-180
11012,Edward Jackson,jaced1@sapo.pt,fW82MjbBzV,15/1/1972,12/6/2022,-45.0649,180.0000
11013,Janet Tucker,janettuck9@outlook.com,TsEIfDxb02,15/5/2005,31/12/2025,+90.0000, -180.0
11014,Roy Ellis,roy413@mail.com,xFGo9ypa1G,8/7/1978,15/4/2022,47.89,-180.0
11015,Fung Tak Wah,takwahf@gmail.com,6OExjrLdpv,23/8/1991,28/3/2024,+12.5,		 2
11016,Kikuchi Kasumi,kikukas3@outlook.com,IC4FkVPBWn,28/12/2000,25/5/2025,-65,	 	180.0
11017,Yau Fu Shing,yaufushi@gmail.com,xsFVIeu2cM,30/1/1972,23/5/2025,+62, 	 78.2533
11018,Choi Sze Kwan,chsk@gmail.com,IuAZ4D2fOO,30/1/1975,2/11/2025,90,		+4.8
11019,Yuan Jialun,jialunyu@yahoo.com,7DZroSDW8t,13/8/1978,26/9/2025,24.1840,103.532
11020,Luo Zhiyuan,zhiyuluo5@gmail.com,doydE4HP1F,27/12/1972,23/1/2024,90.0000, 	-6.38
11021,Terry Mason,tma1@gmail.com,RSfsCxkLAu,22/9/2002,3/5/2024,+9.18,-180.000
11022,Iwasaki Sara,saiwasaki@hotmail.com,JTsHYyyDSe,9/7/1974,11/6/2022,90,			-0
11023,Wong Kwok Ming,kwokmwong@gmail.com,u3mwkEIaHX,28/5/1982,29/12/2024,-7, -132.46
11024,To Wai Han,twaihan1975@hotmail.com,3DFFhkvl08,29/1/1992,13/3/2022,3.66,	+21.75
11025,Nakayama Mai,mainakayama44@hotmail.com,z0bosfZ2fi,29/7/1993,29/11/2023,58.9,	 1.7
11026,Chan Ming,chan3@hotmail.com,mN68hHrQuu,11/3/1997,2/10/2022,+9.636,	169
11027,Han Zhennan,zh60@gmail.com,q2lWRFMZXu,13/12/1974,20/3/2022,-7,	 6
11028,Scott Morgan,morgscot@outlook.com,2vQxWCGZrv,29/2/1976,27/1/2024,90.00,		180.0
11029,Chiba Mai,mai4@gmail.com,T1Q6C6ikaX,14/4/1981,22/4/2025,90.0000,+2.07
11030,Chang Rui,changrui8@hotmail.com,52LxfxvaxM,16/3/1979,15/7/2025,37,-180.0
11031,Sylvia Stevens,syste@hotmail.com,aUONSdiRIh,31/3/1982,28/11/2024,25,	 	+166.9
11032,Edna Munoz,munoe@hotmail.com,rKABjEP4r2,28/9/1995,13/4/2024,+56,  	180
11033,Fu On Na,fu810@mail.com,U8Z1XWPGwV,2/2/1983,14/10/2023,90.00, 	180
11034,Kaneko Kazuma,kkane1016@gmail.com,8Un3TOj4lq,9/4/2001,9/2/2022,+4.6073,+0.2
11035,Yamamoto Yuto,yamamy6@gmail.com,zQb6Wnz57c,17/2/2003,6/10/2022,+6,+180
11036,Nakayama Kasumi,nakayama318@icloud.com,Gv0fS9YNrF,19/9/1973,24/10/2022,75.54, 180
11037,Nicholas Jordan,nicholas8@gmail.com,6RVI1T0gl7,6/3/1980,21/4/2022,+80.5, +18
11038,Takeda Daisuke,tdaisuke07@hotmail.com,rCJl0yEZe8,4/10/1972,23/1/2025,+90.000,-180
11039,Douglas Cruz,douglascru@outlook.com,MyxL7E5VD1,16/5/1983,8/4/2022,43,	119
11040,To Hok Yau,thy@gmail.com,vva1KX1mCC,19/9/1999,28/8/2022,-53.1,+92.836
11041,Yuan Zhennan,yuan4@outlook.com,Xz0EivPkXW,13/5/1983,23/4/2025,-90, -180
11042,Chiba Ayano,ayanochiba@hotmail.com,ElJctgt1iD,14/12/1997,23/7/2022,+90.000,-115.2244
11043,Liao Sau Man,liasauman10@icloud.com,y8S5A2yc3t,25/8/1991,6/3/2024,-9,+9
11044,Inoue Aoshi,aosi@outlook.com,WYQh2XxR2B,27/3/1988,21/9/2025,90,		 +2.9
11045,Chiang Tsz Ching,ctc@icloud.com,ji2WPmNSgK,23/9/1984,22/1/2022,+90.00,	 	138.95
11046,Song Zhennan,zhesong@outlook.com,nrV6zzwDLN,14/12/2005,15/2/2022,90.00, 	-159.126
11047,Yau Cho Yee,ycy@gmail.com,KWkMqdoPxL,31/12/1992,30/8/2025,+55,180
11048,So Tin Wing,sotinwing8@mail.com,lFKJVgwtdH,28/12/1974,5/2/2023,31.6,  	-103
11049,Kaneko Rin,kanekori@hotmail.com,oaH3UVCo1x,15/8/1977,20/1/2024,62.69,180.000
11050,Wan Hui Mei,wanhm526@icloud.com,M5Vt4BijjA,26/2/1998,31/7/2025,+90,			0
11051,Sugawara Eita,sugawaraeita@hotmail.com,BVAufl3VKD,17/2/1998,25/8/2025,90,		118
11052,Yip Chun Yu,yipcy1@gmail.com,ion1hk9lqT,24/4/1995,28/9/2023,2.613, 		-168
11053,Zou Jialun,zojialu@icloud.com,XznmFDWXma,24/11/1975,14/12/2023,90,-100
11054,Iwasaki Seiko,iwasakise3@gmail.com,z443I4CfS3,7/2/1995,10/8/2022,90, 		180.0000
11055,Joyce Hicks,hicksjoyce@outlook.com,heZxuk3cfZ,30/9/1994,14/1/2023,-90,180.0
11056,Lok Wing Suen,wingsuenlok@gmail.com,Q6y6zgQfjm,4/6/1972,18/1/2023,4.34,+154.733
11057,Tsui Chiu Wai,chiuwaitsu716@outlook.com,CmjX7tps8i,31/1/2002,14/12/2025,90.0,		180
11058,Wei Jialun,jialun1013@outlook.com,iNLvLrzysJ,4/8/1998,7/5/2024,-90.0, 		-180
11059,Kwok Tsz Ching,kwtszching@outlook.com,ZTQFHnIEzz,12/6/1973,14/9/2024,90,  +180.000
11060,Kondo Takuya,takuyakondo@gmail.com,LbxQBJ0uM1,8/12/1992,21/4/2022,+1.0240, -180
11061,Fong Wing Kuen,wingkuenfong@yahoo.com,czMPxWCGXQ,12/11/2001,2/8/2023,+90.000,  	+125.3
11062,Yin Zitao,yin505@gmail.com,MrRKH35wnU,21/10/2000,15/3/2022,-11, 	19.85
11063,Kobayashi Miu,miukoba@gmail.com,75K3qyDeik,7/10/1977,12/8/2024,90.0000, 	 -12
11064,Ma Suk Yee,sukyeema@yahoo.com,iH4yAglCjw,10/2/1986,24/12/2025,5.625,	+4
11065,Peng Jiehong,pengjiehong@icloud.com,IIcqgMGDNF,15/8/1980,1/2/2022,-2.012,	 +18.22
11066,Sara Gonzalez,gonzasa@gmail.com,ueva3LZsOV,24/9/1974,1/7/2025,1.42,	 	+3.8105
11067,Yin Yu Ling,yuling806@outlook.com,qAp6oUqSyj,23/7/1985,9/3/2025,8.03, 	+134
11068,Lin Zhiyuan,zhiyuanlin78@icloud.com,j28KubYa8b,26/6/1998,27/7/2024,-90.000, 		+180.0000
11069,Luo Zhiyuan,zl4@outlook.com,vINzgZLrDr,10/9/1985,22/3/2023,+66,	 180.0
11070,Zou Yuning,yzou1228@gmail.com,bDaAMUOzOF,21/6/1994,23/5/2022,+8.106,			22
11071,Yamashita Ayano,yamashitaa@mail.com,EfRXeUGiSn,4/5/1997,14/5/2025,5.25, 180.00
11072,Mo Ling Ling,mo210@gmail.com,8W9EfHCHz9,28/8/1984,2/7/2024,5.8,-180
11073,Susan Powell,pos1013@outlook.com,CmtbOZ9TmC,7/12/2001,28/2/2023,-8,-25
11074,Rodney Vasquez,rvasquez10@hotmail.com,zIWREVFd80,17/7/1990,20/5/2023,8.5,			-4
11075,Pauline Nichols,nichols87@mail.com,8hEHkoNcVq,26/10/1995,15/1/2025,69,	 165.3764
11076,Huang Xiuying,xiuyinghua73@yahoo.com,vVTIwrMbzU,18/5/1973,18/1/2025,+44.67,		 180
11077,Ding Yuning,dyun705@gmail.com,a3dzMVysH7,24/12/1986,11/4/2024,90,	+180
11078,Wendy Henry,hwen@gmail.com,Ko3qfzm1Rl,27/5/2005,8/4/2025,8,  -42.3
11079,Kondo Nanami,nanko602@icloud.com,6gZqUJqcaX,3/12/1971,4/2/2025,7.7, 		+180
11080,Terry Lopez,lopezterr@outlook.com,mFB4klUNJz,5/1/2005,24/12/2025,90.000, +180
11081,Fong Chiu Wai,fong1209@hotmail.com,iep03mJN7x,21/1/1971,11/7/2022,+90.000,			180.0
11082,Chris Price,chprice41@mail.com,CgfXN66iSO,12/7/1974,7/12/2022,1.106,		+180.00
11083,Tong Kwok Wing,tongkw@hotmail.com,OqBTTA1GgG,14/3/1991,7/1/2022,90.00,  	-4
11084,Wu Xiaoming,wuxiaoming6@sapo.pt,Elwd4RKITA,20/5/1995,13/3/2025,-90, 	-117.9
11085,Harry Foster,harryfoster@outlook.com,TiS1l4IHUA,4/10/1986,14/9/2025,88.6,	 130.5
11086,Anne Rogers,rogers1112@outlook.com,53yBKTboNo,30/8/1984,8/7/2023,+90.000,-88.12
11087,Elaine Harris,elaineha@outlook.com,NwnHdsTbf1,22/1/1989,27/8/2022,8.8738, -180
11088,Xue Jialun,xjialun@outlook.com,v4bBHMxR8l,11/7/1974,6/6/2025,55.34,  	+4.44
11089,Yuen Wai Han,whyuen83@gmail.com,t7Ukbdp2HF,2/7/1984,13/2/2025,90.000,	61
11090,Jesus Brooks,brookjesus1022@icloud.com,PdNbopbYUx,16/10/1987,1/9/2025,82, 68.5786
11091,Danielle Dixon,didan@gmail.com,5NstithKwm,26/3/1994,18/4/2022,-90,	-150.1
11092,Wang Jialun,jialun1969@yahoo.com,3hE4PVrvKv,20/3/1979,23/2/2025,-90.00, +69.169
11093,Norma Fox,foxnorm@icloud.com,XSCjKFvl4x,26/6/1989,15/1/2024,90.000,180
11094,Chic Ka Ming,chkm@gmail.com,pP5X4blc5f,6/10/1998,5/9/2025,+90.000, 		+180
11095,Choi Ka Ling,kaling00@outlook.com,515yotG1bd,17/3/1986,21/7/2023,38,+169.18
11096,Walter Moreno,waltmoren@sapo.pt,wLgQzWz7Oi,6/8/1998,31/3/2023,-4,180.00
11097,Nicole Reyes,nr1958@yahoo.com,jZ1wob0GwY,18/4/1999,3/8/2024,4,180
11098,Mori Kazuma,kazumori@hotmail.com,HBRe7o1dWd,3/8/1982,1/12/2023,+90,-4
11099,Jeffery Cox,cox47@outlook.com,fKZTXtAM6I,19/5/1981,4/1/2024,90.000, 	180.000
11100,Shibata Kasumi,shibatakasum@icloud.com,wf63vXYxgc,2/10/1972,3/2/2023,80.79, -9
11101,Iwasaki Kazuma,kazuma6@outlook.com,l0lD2N1KEP,1/1/1975,13/1/2025,+90,  	180
11102,Herbert Collins,colliherb428@sapo.pt,bF71ax15qR,25/9/1991,15/4/2025,43,109
11103,Fujiwara Mio,fujiwaramio1954@hotmail.com,sOQiH6hHn3,11/7/1998,12/9/2022,-0.4,			133
11104,Ku On Na,ku8@outlook.com,qkr1s7HcNz,20/6/1978,24/2/2024,0.3,  	180.0
11105,Arimura Itsuki,itsuki913@icloud.com,kBrE3eWdMJ,24/8/1970,13/7/2025,3,+180.0
11106,Clara Shaw,sclara@gmail.com,08a2CK0VzE,15/12/1976,9/6/2023,90,	 178
11107,Vincent Spencer,spevincent@outlook.com,yC4NAQr7Ek,29/12/1971,10/12/2024,-90.000, 	143
11108,Huang Ziyi,huanziyi@yahoo.com,wiJwC1S0Qm,21/10/1977,1/3/2025,+8, +180.0000
11109,Ku On Na,kuonna@icloud.com,QgBVdvwHiA,18/1/1979,25/1/2024,90,	  +180.0000
11110,Huang Jiehong,huangjiehong@outlook.com,GZ0oej0XJv,9/12/2003,7/4/2022,11.9253,106
11111,Yu Ziyi,yuziyi@icloud.com,ul3vGKo7Cg,18/10/1976,5/3/2022,-90.0000,	+89
11112,Gloria Lopez,glorialope@mail.com,y8ddki8T4f,30/9/1987,5/5/2024,-38, +117.45
11113,Kaneko Rin,kaneko320@icloud.com,RQPp3iaZvE,8/12/1993,7/5/2022,-32.343,166.9
11114,Jack Thomas,jackth@outlook.com,ckGAbfIgGY,24/12/1982,3/7/2025,+28.8971,	+37.4099
11115,Lu Anqi,luanqi@icloud.com,mR5PyP69dt,1/2/1973,3/2/2024,+72, -38
11116,Wu Ziyi,zwu@mail.com,pvqQ6ym8ou,27/1/1987,23/4/2023,-90.00, 	+177
11117,Kondo Ryota,kondo73@outlook.com,6VTIOJGYTH,23/1/2005,20/6/2025,+90, 	180
11118,Sean Stone,ss3@icloud.com,588chgT5dG,22/11/1971,6/1/2022,90.000,144.474
11119,Chen Lu,luch421@gmail.com,jK26HA9JzT,29/8/1980,26/4/2022,+7,-61
11120,Jennifer Kelley,jek@sapo.pt,OxUqs1uTV5,20/1/1984,9/4/2025,-90, 		-6
11121,Edna Walker,edna1@gmail.com,oJ8jLuKWVA,19/8/2004,20/2/2024,+90.0, 78.03
11122,Ma Anqi,anqim601@hotmail.com,Bq9xV65eEp,24/9/2000,9/5/2024,40.3682,  111.96
11123,Barbara Miller,milbarbara@gmail.com,XA3cB2pWA5,11/6/1999,9/6/2023,9,  180.00
11124,Tanaka Mai,tmai@gmail.com,Afg9O5nm1N,3/3/1989,22/5/2022,+0, +109.31
11125,Bonnie Hill,bonniehill901@gmail.com,m1gek9bgF0,19/12/2005,10/12/2022,-83.7592,		 +6
11126,Otsuka Ikki,otsukaikk9@gmail.com,WRQxUyx8TF,8/9/1995,26/10/2023,90.0000,   180.000
11127,Deborah Walker,walkede925@hotmail.com,LhZWuNzdyA,15/2/1981,27/9/2025,83,	  -3
11128,Takada Akina,akinatakada3@hotmail.com,V3ZbwPiHTn,22/9/1997,13/3/2024,90,+157
11129,Peng Lu,peng8@outlook.com,AYxl8Ley5o,16/9/1976,21/4/2024,-44,	180.0
11130,Tang Anqi,anqi203@hotmail.com,JdiVO1kxiU,25/1/1984,19/11/2023,90.0000,179
11131,Harada Mai,maharada@gmail.com,IDKZpFrYAR,19/10/1993,24/1/2024,1,			180
11132,Nakayama Misaki,nmisaki@gmail.com,yQIUpifZH9,9/11/1997,25/9/2022,20, 156
11133,Wu Yuning,yunwu@outlook.com,QUoiMXsE5S,13/8/1977,16/6/2024,90,  2.56
11134,Choi Hiu Tung,htchoi@gmail.com,Es0sUz2TS1,10/4/2002,14/11/2025,31,  	-9.00
11135,Xu Yuning,xu9@yahoo.com,gg114ueZTY,18/2/1980,27/12/2025,90.000,	  159.0
11136,Tamura Rena,tr1@hotmail.com,nB4erw55Wt,12/6/1982,18/10/2022,+90.000,2.43
11137,Sakai Ryota,ryota5@gmail.com,acfSo5z7MJ,28/8/1981,12/12/2022,8.273,+3
11138,Tony Harrison,harritony@gmail.com,KvZ589EbK4,4/3/1989,19/3/2024,62.8652, 180
11139,Craig Howard,craighoward@icloud.com,EoALEy7n9W,23/10/1971,9/6/2024,+90,6.603
11140,Yu Anqi,yuanqi@gmail.com,3JEOKhnctD,9/7/1990,22/1/2024,7,	56
11141,Barbara Roberts,brober@hotmail.com,z3sLzOjmzj,23/2/2005,2/5/2023,90.00,	 180.0
11142,Bryan Williams,willibryan1@yahoo.com,2YtHps8mdC,5/6/1989,30/1/2022,7, -54
11143,Yang Zhiyuan,zhiyuanyang@gmail.com,iMmFkdXYBc,7/11/1982,8/11/2023,90.00,	+89.1870
11144,Janet Flores,janetflor@outlook.com,1POXtVFVcp,25/3/1971,27/4/2024,90,	 136.39
11145,Stanley Gardner,gardnerstanley@hotmail.com,AXmvetRG73,9/7/2000,1/1/2024,34, 	115.97
11146,To Chi Ming,to80@hotmail.com,kxGgqY0CNc,1/9/1978,22/12/2023,7,	+180.0
11147,Imai Hina,hiimai@outlook.com,Dy9sfKWPHZ,15/9/1973,19/1/2024,4.007,	 	77
11148,Ota Rin,riota54@gmail.com,YWgSYNg2wF,18/4/1997,1/8/2022,90.000, 7
11149,Lok Wing Fat,wingfatl@hotmail.com,rFdGH5WEnR,14/8/1986,18/1/2022,-90, 	-180.0
11150,Yuan Shihan,yuan47@mail.com,KR6O95RvaT,19/10/1982,17/2/2024,-90.000,163.3
11151,Richard Ellis,richard6@outlook.com,DBOnbbpffQ,5/7/1974,25/12/2022,+83.675,+106.430
11152,Theodore Perry,pethe@outlook.com,sOkiJi9bDn,5/2/1984,2/4/2024,+1,+180
11153,Uchida Yuna,uy3@hotmail.com,SM9N3YEnad,26/9/1982,21/7/2025,90,   +180.0000
11154,Willie Campbell,cwi@gmail.com,v9zjuYeuZZ,21/4/1994,20/7/2024,8.9956, 	151
11155,Tang Zhennan,zhennantang@hotmail.com,shGygMz74L,9/8/1981,17/6/2025,+90.0,	 180.0000
11156,Siu Ho Yin,siuhoy@outlook.com,goNlsUI9r8,3/1/1987,26/7/2025,90.000,   +159
11157,Kato Takuya,takkat511@gmail.com,upNmUmlEvn,13/8/2004,7/3/2022,-90.000,3.3800
11158,Ueda Yuto,uedayuto8@outlook.com,xlcynzPLfB,4/3/2005,28/5/2023,90.0000,	  +180
11159,Yip Ming Sze,mingszeyi48@gmail.com,XGDk1iO7ll,2/11/1973,5/11/2023,-90.0000, -180
11160,Jacqueline Cook,jacook01@gmail.com,WHEH2hKEDv,3/11/1978,5/4/2025,90.000,	  180
11161,Jin Zitao,jinzitao2@outlook.com,3dIAB891iH,27/4/1992,14/2/2024,90.000,		 180.0
11162,Chang Ching Wan,chingwan402@hotmail.com,BOm5nxRdYE,25/10/1994,8/11/2022,+90.00,	  180.00
11163,Endo Yuna,endy@hotmail.com,mrgUnhFoox,23/12/1987,20/1/2024,-90.0000,+180
11164,To Cho Yee,choyeeto@hotmail.com,TeIKTl7jKg,11/3/1998,25/2/2024,-90,	141.04
11165,Sakurai Eita,eitasakurai@mail.com,5jeKmpOmaT,17/5/1995,11/8/2023,90,	180.00
11166,Yokoyama Ryota,yokoyr6@outlook.com,gKUIec6Ihk,28/6/1992,12/11/2022,90.0,  +127
11167,Wan Tin Lok,watl1952@icloud.com,aPJYWoTSVv,7/3/1997,10/2/2024,+90.0,-180
11168,Victoria Coleman,coleman510@gmail.com,q4JTh0fTzb,24/2/1984,17/3/2022,0,+180
11169,Wei Lan,wei901@yahoo.com,WTQTjybzBs,31/7/2005,31/5/2025,-90,	3
11170,Ma Rui,ruima@sapo.pt,kYnsQC097y,17/6/1985,1/8/2023,+90,		-102.6666
11171,Mildred Myers,mildred9@outlook.com,65aEsSU7Vj,12/9/1991,10/1/2025,90.0,	 	-180.0
11172,Ng Hui Mei,huimeing@sapo.pt,wh31c4FePQ,8/1/1977,27/2/2022,90,	180.0000
11173,Takahashi Nanami,tnanami6@mail.com,Eqt0clkTuw,1/12/1979,28/6/2024,-58.19,	 +0
11174,Ng Kwok Yin,ng07@sapo.pt,epKyNuErOC,7/2/1994,10/7/2024,-78,	+180.0000
11175,Ashley Reynolds,reynolds514@sapo.pt,uuFVAjbN3p,14/6/1992,30/7/2022,1.5904, 8.7161
11176,Kwan Hui Mei,kwanhm6@hotmail.com,zOl3y4KpvL,8/8/1986,4/12/2025,90,-180.000
11177,Tanaka Hikaru,hita@outlook.com,fcrN9UGFBc,15/10/1983,1/7/2024,18,	 180.000
11178,Victoria Wagner,wagnervictoria@hotmail.com,oCqrps87IS,21/6/1983,3/9/2024,-90.00,180.0000
11179,Larry Brown,browla1210@gmail.com,IclDJjFf6c,1/8/1984,16/5/2025,60.1122, +180
11180,Lucille Scott,lucillesc42@gmail.com,JNo1OwYlfR,12/4/2000,30/10/2025,4.37,		 +116.2
11181,Fong Sum Wing,swfo@gmail.com,AVbUE9m4TK,1/3/2001,28/1/2023,+8,180.0
11182,Sylvia Olson,olsonsyl@gmail.com,Sk998nvDw5,11/7/1972,21/10/2025,7.56,		 +180.00
11183,Yuan Xiuying,xiuyu@sapo.pt,xT9AM1jqmr,12/10/1974,6/4/2024,-90, 		111.9
11184,Arai Yuna,yunarai@hotmail.com,vFLz3gZTJJ,30/1/1983,11/8/2025,-20,+46.932
11185,Choi Chung Yin,cych@hotmail.com,1BkxMcsGB2,9/5/1991,31/3/2025,90,	2.2867
11186,Ogawa Aoi,aoogawa@gmail.com,yEZeWlttaT,24/5/2000,12/11/2023,-90,  	103.969
11187,Sun Zhiyuan,szhiyuan@gmail.com,ytNs0VTHEO,29/9/2001,15/7/2024,3,+180
11188,Guo Jiehong,guojieh@gmail.com,iwztNVsRVU,17/8/1999,18/3/2022,-90,   -180
11189,Tian Xiaoming,xiaomingtian1996@gmail.com,pEpQkUZZlR,30/12/1999,27/9/2024,90,			180
11190,Bradley Campbell,brca@hotmail.com,GlWRlefOE2,11/5/1981,10/4/2024,+78.1071,	 +9.44
11191,Fan Anqi,fananqi10@icloud.com,HAgjZzmErH,1/8/1990,6/11/2023,90,-180.00
11192,Kondo Hana,hana726@sapo.pt,tPOMYJE5yW,3/2/1977,2/4/2025,-90,+109.40
11193,So Wai Yee,sowy@icloud.com,9aMYWputpM,10/1/2001,8/11/2023,55.79,	  180
11194,Kathy Lewis,kathy125@outlook.com,TfYairph1e,28/7/1989,3/11/2023,90,	 53
11195,Jerry Clark,jerrycl212@gmail.com,6VuVYP2vd7,13/2/1994,14/11/2024,+90.000, 180
11196,Sakai Ren,rsa106@hotmail.com,aX9CELfyZ4,19/9/1970,22/8/2025,-74.130,		180.0
11197,Che Tin Lok,chetinlok725@gmail.com,loZwoeolWd,22/9/1980,22/2/2024,-2, 180
11198,Ray Salazar,salazray1985@outlook.com,TxOolDDGqf,5/4/2000,22/9/2025,90.0,	+7.1903
11199,Elizabeth James,jeliza60@icloud.com,VHT1t46JhN,26/10/1993,9/6/2022,0,180
11200,Ding Zhiyuan,ding1954@icloud.com,pefPd0zijf,20/12/1986,21/5/2023,-90,	133.25
11201,Jamie Wood,wja97@hotmail.com,5vIbVg25p6,31/3/1976,6/4/2022,+90.0000,9
11202,Du Jialun,dujialun@outlook.com,w3l6ZygjNa,2/10/1998,28/6/2024,7,	-180.0000
11203,Wei Yunxi,weiyunxi@icloud.com,woVdUmFvy6,24/7/1973,15/8/2022,90.00,6.8978
11204,Margaret Graham,mg6@outlook.com,1k7VwmL9TC,20/10/1980,25/12/2024,+90,		 -0.57
11205,Choi Chung Yin,choicy@icloud.com,2Lh3TmpLFu,8/2/1989,9/6/2023,90.000,-180.0000
11206,Ono Yuna,onoy1955@gmail.com,5Y1xpwJYJ6,10/6/1981,2/6/2025,90, 	+180.00
11207,Lee Siu Wai,swlee@yahoo.com,ucSi9OQKqG,31/3/2002,13/11/2025,80.572, 75
11208,Pak Hok Yau,pak16@icloud.com,vk8bj5LmzG,1/2/1980,25/1/2022,90, 	3
11209,Ono Sara,onos65@gmail.com,DyJm9hM6bl,16/5/1995,26/6/2022,+6,  +180.00
11210,Lo Wing Kuen,wilo@icloud.com,BvE0ewD807,29/6/1990,30/7/2025,-90.00,		-180
11211,Shen Anqi,anqi1008@gmail.com,os1tN1kQo2,14/5/1993,18/11/2022,90.0,		+180
11212,Roger Ferguson,roger96@gmail.com,BqKRXl97cz,20/3/2000,1/8/2025,-16, -180.0000
11213,Miguel Romero,miguelromero@gmail.com,Whtd1ZH6pt,27/5/2003,3/12/2024,-90.0,	 -9.5012
11214,Ding Lu,ldin6@gmail.com,87YyPuSc3K,25/12/1974,13/2/2025,90,		180
11215,Ying Wai Yee,yingwai86@gmail.com,FpZqj5mj2C,4/3/1980,7/10/2024,78.904, 25.124
11216,Hu Lu,lu702@icloud.com,4TXwpcbVKF,4/8/1979,2/9/2024,+59.9, 124
11217,Sakamoto Momoe,momoe911@hotmail.com,BhbiU22TZr,12/9/1978,1/8/2023,21,93
11218,Au Wing Fat,au7@hotmail.com,MrPrFZBITa,13/9/1988,15/3/2024,75, 180
11219,Clifford Hunt,cliffordhu220@icloud.com,3pTgKJ2J82,11/1/1971,4/4/2023,-1,			180
11220,Yamaguchi Ren,yamaren@gmail.com,q9fNMP1SD7,12/8/1989,27/8/2025,12, -136.400
11221,Otsuka Seiko,ose@icloud.com,0t3IObJAJ9,25/2/1999,15/6/2023,-90.0000, 	 -180.00
11222,Liao Ching Wan,lchingwan2016@yahoo.com,R2OpvlHPkE,21/4/1991,21/7/2023,+90.000,	  180
11223,Yan Lan,yanlan@outlook.com,8Bs4T6hnMd,6/10/1984,30/11/2024,-6,-180
11224,Lei Lu,lulei@icloud.com,fvxLQCVcbu,13/1/1993,11/6/2024,90.0,-77.5
11225,Zhou Anqi,zhoanq@icloud.com,a2FsgwQ4UN,17/11/1980,7/4/2024,-54.396,		 131
11226,Steven Roberts,stevenroberts@hotmail.com,63KfBKV4XS,16/9/1989,12/5/2022,+79, 	55
11227,Mui Ka Fai,muikf@hotmail.com,ksGJo00ZBe,30/9/1971,17/4/2024,-55.29,	+180.0
11228,Aoki Misaki,misaoki@gmail.com,Dkz6xmbOqU,30/1/1993,19/3/2023,-8, 	 +175.162
11229,Nathan Kim,nathanki6@hotmail.com,3xN2wXtMO4,2/7/1976,20/2/2023,-90.000,+180
11230,Wang Lu,wang6@outlook.com,lhEvgQek3C,19/6/1996,5/9/2025,+90.00,			180
11231,Siu Siu Wai,swsiu5@gmail.com,zYrfX0x1BJ,25/3/2005,22/9/2023,+80,   116.9
